"age_band","gender","exp_h_family_lifestg_2011_desc","exp_h_mosaic_uk_group_desc","exp_h_child_in_hhld_2011_desc","exp_h_property_type_v2_desc","exp_h_outstand_mortgag_v2_desc","exp_p_true_touch_group_desc","exp_h_reg_n_property_bnd_desc","classification","platform_desc","platform_desc_alt","tod_desc","content_desc","tenure_decile"
"25_34","f","05 - Mature family no children <18","G - Careers and Kids","0 - No children","4 - Other type","4 - ?150000 - ?249999","2 - Cyber Tourists","07 - ?200001 to ?250000","non-techy","C4COM","PC","MIXED_TIMES","HOLLYOAKS_USCOM","(818,1.32e+03]"
"16_24","f","04 - Mature singles/homesharers","K - Upper Floor Living","0 - No children","4 - Other type","0 - No Mortgage","4 - Modern Media Margins","02 - ?60001 to ?80000","non-techy","C4COM","PC","MIXED_TIMES","GLAM_REALITY","(44,79]"
"16_24","f","09 - Older family no children <18","B - Professional Rewards","0 - No children","4 - Other type","1 - Under ?50000","3 - Digital Culture","06 - ?150001 to ?200000","non-techy","IOS","MOBILE","WKDAY_EVE","GLAM_REALITY","(44,79]"
"25_34","f","08 - Older single","G - Careers and Kids","0 - No children","4 - Other type","2 - ?50000 - ?99999","2 - Cyber Tourists","06 - ?150001 to ?200000","non-techy","IOS","MOBILE","WKDAY_EVE","HOLLYOAKS_USCOM","(119,210]"
"16_24","f","09 - Older family no children <18","A - Alpha Territory","0 - No children","4 - Other type","0 - No Mortgage","3 - Digital Culture","10 - ?400001 to ?500000","non-techy","C4COM","PC","WKDAY_EVE","MIXED_VIEWING","(443,592]"
"25_34","m","09 - Older family no children <18","I - Ex-Council Community","0 - No children","4 - Other type","1 - Under ?50000","1 - Experienced Netizens","04 - ?100001 to ?125000","non-techy","ANDROID","MOBILE","MIXED_TIMES","TEEN_COMDRAM_MINOR","(44,79]"
"35_54","m","","","","","","","","non-techy","C4COM","PC","WKDAY_DAY","MIXED_VIEWING","(44,79]"
"16_24","f","","","","","","","","non-techy","IOS","MOBILE","MIXED_TIMES","MIXED_VIEWING","(210,324]"
"35_54","f","09 - Older family no children <18","F - Suburban Mindsets","0 - No children","4 - Other type","1 - Under ?50000","1 - Experienced Netizens","08 - ?250001 to ?300000","non-techy","IOS","MOBILE","MIXED_TIMES","MIXED_VIEWING","(119,210]"
"25_34","f","","","","","","","","non-techy","C4COM","PC","WEEKENDS","MIXED_VIEWING","(79,119]"
"35_54","m","08 - Older single","O - Liberal Opinions","0 - No children","1 - Converted flats","4 - ?150000 - ?249999","1 - Experienced Netizens","07 - ?200001 to ?250000","techy","IOS","MOBILE","WKDAY_DAY","FOOD","(210,324]"
"35_54","m","10 - Older family/household with children<18","I - Ex-Council Community","1 - 1 child","4 - Other type","1 - Under ?50000","2 - Cyber Tourists","U - Unclassified","non-techy","C4COM","PC","WKDAY_EVE","MAINSTREAM_TV","(119,210]"
"55plus","f","05 - Mature family no children <18","C - Rural Solitude","0 - No children","3 - Named building","0 - No Mortgage","5 - Traditional Approach","09 - ?300001 to ?400000","non-techy","C4COM","PC","WKDAY_DAY","MIXED_VIEWING","[1,44]"
"16_24","m","06 - Mature family with children <18","J - Claimant Cultures","3 - 3 children","4 - Other type","0 - No Mortgage","4 - Modern Media Margins","05 - ?125001 to ?150000","non-techy","C4COM","PC","MIXED_TIMES","FAMILY_EDUC","(818,1.32e+03]"
"16_24","m","10 - Older family/household with children<18","I - Ex-Council Community","2 - 2 children","4 - Other type","2 - ?50000 - ?99999","3 - Digital Culture","04 - ?100001 to ?125000","non-techy","IOS","MOBILE","WKDAY_EVE","FAMILY_EDUC","(119,210]"
"16_24","f","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","TEEN_COMDRAM_MINOR","(592,698]"
"55plus","m","08 - Older single","G - Careers and Kids","0 - No children","4 - Other type","2 - ?50000 - ?99999","1 - Experienced Netizens","09 - ?300001 to ?400000","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(443,592]"
"16_24","m","10 - Older family/household with children<18","M - Industrial Heritage","2 - 2 children","4 - Other type","0 - No Mortgage","6 - New Tech Novices","04 - ?100001 to ?125000","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(44,79]"
"16_24","m","10 - Older family/household with children<18","J - Claimant Cultures","2 - 2 children","4 - Other type","0 - No Mortgage","4 - Modern Media Margins","03 - ?80001 to ?100000","non-techy","C4COM","PC","WKDAY_EVE","HOLLYOAKS_USCOM","(818,1.32e+03]"
"16_24","m","10 - Older family/household with children<18","G - Careers and Kids","1 - 1 child","4 - Other type","2 - ?50000 - ?99999","1 - Experienced Netizens","08 - ?250001 to ?300000","non-techy","C4COM","PC","MIXED_TIMES","STATE_OF_NATION","(443,592]"
"16_24","f","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","GLAM_REALITY","(44,79]"
"35_54","m","","","","","","","","non-techy","C4COM","PC","WKDAY_DAY","TEEN_COMDRAM_MAJOR","(592,698]"
"25_34","m","04 - Mature singles/homesharers","O - Liberal Opinions","0 - No children","1 - Converted flats","0 - No Mortgage","3 - Digital Culture","04 - ?100001 to ?125000","techy","IOS","MOBILE","WEEKENDS","HOLLYOAKS_USCOM","(79,119]"
"25_34","m","","","","","","","","non-techy","C4COM","PC","WKDAY_EVE","TEEN_COMDRAM_MAJOR","[1,44]"
"25_34","m","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","TEEN_COMDRAM_MAJOR","(79,119]"
"55plus","m","10 - Older family/household with children<18","A - Alpha Territory","1 - 1 child","4 - Other type","0 - No Mortgage","6 - New Tech Novices","11 - Greater than ?500000","non-techy","C4COM","PC","WKDAY_DAY","HOLLYOAKS_USCOM","[1,44]"
"25_34","f","","","","","","","","non-techy","ANDROID","MOBILE","WKDAY_EVE","MIXED_VIEWING","[1,44]"
"16_24","m","","","","","","","","non-techy","C4COM","PC","WKDAY_DAY","SKETCH_PANEL_COM","(698,818]"
"25_34","m","07 - Mature household with children <18","K - Upper Floor Living","2 - 2 children","1 - Converted flats","1 - Under ?50000","2 - Cyber Tourists","03 - ?80001 to ?100000","techy","ANDROID","MOBILE","WEEKENDS","DRUG_DRAMA","(119,210]"
"35_54","m","06 - Mature family with children <18","G - Careers and Kids","1 - 1 child","4 - Other type","3 - ?100000 - ?149999","4 - Modern Media Margins","07 - ?200001 to ?250000","non-techy","IOS","MOBILE","MIXED_TIMES","MAINSTREAM_TV","(443,592]"
"16_24","f","","","","","","","","non-techy","IOS","MOBILE","MIXED_TIMES","MIXED_VIEWING","(210,324]"
"16_24","f","10 - Older family/household with children<18","O - Liberal Opinions","4 - 4 or more children","4 - Other type","1 - Under ?50000","3 - Digital Culture","05 - ?125001 to ?150000","non-techy","C4COM","PC","MIXED_TIMES","TEEN_COMDRAM_MAJOR","[1,44]"
"35_54","m","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","MAINSTREAM_TV","(44,79]"
"25_34","f","06 - Mature family with children <18","N - Terraced Melting Pot","2 - 2 children","4 - Other type","0 - No Mortgage","2 - Cyber Tourists","04 - ?100001 to ?125000","non-techy","ANDROID","MOBILE","MIXED_TIMES","DARK_DRAMA","(44,79]"
"25_34","m","00 - Young singles/homesharers","N - Terraced Melting Pot","0 - No children","4 - Other type","4 - ?150000 - ?249999","1 - Experienced Netizens","05 - ?125001 to ?150000","non-techy","IOS","MOBILE","MIXED_TIMES","TEEN_COMDRAM_MAJOR","(324,443]"
"16_24","f","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","TEEN_COMDRAM_MINOR","(698,818]"
"16_24","m","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","DRUG_DRAMA","(592,698]"
"25_34","m","00 - Young singles/homesharers","O - Liberal Opinions","0 - No children","0 - Purpose built flats","0 - No Mortgage","1 - Experienced Netizens","06 - ?150001 to ?200000","non-techy","IOS","MOBILE","MIXED_TIMES","SEX","(79,119]"
"16_24","m","09 - Older family no children <18","F - Suburban Mindsets","0 - No children","4 - Other type","1 - Under ?50000","3 - Digital Culture","07 - ?200001 to ?250000","non-techy","C4COM","PC","MIXED_TIMES","DARK_DRAMA","(324,443]"
"35_54","m","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","SKETCH_PANEL_COM","(443,592]"
"16_24","f","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","GLAM_REALITY","[1,44]"
"35_54","f","10 - Older family/household with children<18","F - Suburban Mindsets","1 - 1 child","4 - Other type","1 - Under ?50000","2 - Cyber Tourists","02 - ?60001 to ?80000","non-techy","C4COM","PC","WKDAY_EVE","GLAM_REALITY","(119,210]"
"16_24","f","02 - Young family with children <18","D - Small Town Diversity","1 - 1 child","4 - Other type","4 - ?150000 - ?249999","2 - Cyber Tourists","06 - ?150001 to ?200000","non-techy","C4COM","PC","WEEKENDS","MIXED_VIEWING","(592,698]"
"35_54","f","10 - Older family/household with children<18","B - Professional Rewards","2 - 2 children","4 - Other type","2 - ?50000 - ?99999","2 - Cyber Tourists","09 - ?300001 to ?400000","techy","IOS","MOBILE","MIXED_TIMES","DARK_DRAMA","(698,818]"
"16_24","f","","","","","","","","non-techy","C4COM","PC","WKDAY_EVE","TEEN_COMDRAM_MINOR","(79,119]"
"35_54","f","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","MIXED_VIEWING","(44,79]"
"55plus","f","08 - Older single","C - Rural Solitude","0 - No children","3 - Named building","0 - No Mortgage","6 - New Tech Novices","07 - ?200001 to ?250000","non-techy","C4COM","PC","MIXED_TIMES","MAINSTREAM_TV","(79,119]"
"25_34","f","09 - Older family no children <18","C - Rural Solitude","0 - No children","4 - Other type","0 - No Mortgage","3 - Digital Culture","05 - ?125001 to ?150000","techy","IOS","MOBILE","WEEKENDS","HOLLYOAKS_USCOM","(44,79]"
"16_24","f","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","FAMILY_EDUC","(44,79]"
"25_34","f","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","HOLLYOAKS_USCOM","(79,119]"
"25_34","m","","","","","","","","non-techy","ANDROID","MOBILE","WKDAY_EVE","MAINSTREAM_TV","(44,79]"
"25_34","f","01 - Young family no children <18","O - Liberal Opinions","0 - No children","0 - Purpose built flats","4 - ?150000 - ?249999","1 - Experienced Netizens","04 - ?100001 to ?125000","non-techy","C4COM","PC","MIXED_TIMES","MAINSTREAM_TV","(443,592]"
"55plus","f","12 - Elderly family no children <18","L - Elderly Needs","0 - No children","4 - Other type","0 - No Mortgage","5 - Traditional Approach","06 - ?150001 to ?200000","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(443,592]"
"35_54","m","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(119,210]"
"25_34","f","08 - Older single","I - Ex-Council Community","0 - No children","4 - Other type","0 - No Mortgage","4 - Modern Media Margins","04 - ?100001 to ?125000","techy","IOS","MOBILE","WKDAY_EVE","DRUG_DRAMA","(119,210]"
"16_24","m","09 - Older family no children <18","F - Suburban Mindsets","0 - No children","4 - Other type","2 - ?50000 - ?99999","1 - Experienced Netizens","06 - ?150001 to ?200000","non-techy","C4COM","PC","WKDAY_DAY","MAINSTREAM_TV","(443,592]"
"16_24","f","","","","","","","","non-techy","IOS","MOBILE","MIXED_TIMES","GLAM_REALITY","(592,698]"
"16_24","m","","","","","","","","non-techy","C4COM","PC","WEEKENDS","GLAM_REALITY","(44,79]"
"35_54","m","10 - Older family/household with children<18","B - Professional Rewards","1 - 1 child","4 - Other type","1 - Under ?50000","1 - Experienced Netizens","10 - ?400001 to ?500000","techy","IOS","MOBILE","MIXED_TIMES","TEEN_COMDRAM_MINOR","(119,210]"
"55plus","f","08 - Older single","F - Suburban Mindsets","0 - No children","4 - Other type","0 - No Mortgage","1 - Experienced Netizens","07 - ?200001 to ?250000","non-techy","C4COM","PC","WKDAY_DAY","MAINSTREAM_TV","(324,443]"
"25_34","f","08 - Older single","N - Terraced Melting Pot","0 - No children","4 - Other type","1 - Under ?50000","3 - Digital Culture","04 - ?100001 to ?125000","non-techy","C4COM","PC","WKDAY_EVE","HOLLYOAKS_USCOM","(44,79]"
"35_54","m","11 - Elderly single","D - Small Town Diversity","0 - No children","3 - Named building","0 - No Mortgage","2 - Cyber Tourists","05 - ?125001 to ?150000","techy","IOS","MOBILE","MIXED_TIMES","FOOD","(79,119]"
"16_24","m","","","","","","","","non-techy","C4COM","PC","WEEKENDS","DARK_DRAMA","(818,1.32e+03]"
"16_24","f","00 - Young singles/homesharers","O - Liberal Opinions","0 - No children","0 - Purpose built flats","0 - No Mortgage","3 - Digital Culture","08 - ?250001 to ?300000","non-techy","C4COM","PC","MIXED_TIMES","SKETCH_PANEL_COM","(443,592]"
"16_24","f","","","","","","","","techy","IOS","MOBILE","MIXED_TIMES","DARK_DRAMA","(119,210]"
"16_24","m","","","","","","","","non-techy","C4COM","PC","WKDAY_DAY","TEEN_COMDRAM_MINOR","(698,818]"
"55plus","f","11 - Elderly single","B - Professional Rewards","0 - No children","4 - Other type","0 - No Mortgage","5 - Traditional Approach","09 - ?300001 to ?400000","non-techy","IOS","MOBILE","WKDAY_DAY","MIXED_VIEWING","[1,44]"
"25_34","f","","","","","","","","non-techy","C4COM","PC","WKDAY_EVE","DRUG_DRAMA","(210,324]"
"35_54","m","09 - Older family no children <18","A - Alpha Territory","0 - No children","4 - Other type","2 - ?50000 - ?99999","1 - Experienced Netizens","11 - Greater than ?500000","non-techy","C4COM","PC","WKDAY_DAY","SEX","(79,119]"
"16_24","f","00 - Young singles/homesharers","N - Terraced Melting Pot","0 - No children","0 - Purpose built flats","0 - No Mortgage","2 - Cyber Tourists","03 - ?80001 to ?100000","non-techy","ANDROID","MOBILE","MIXED_TIMES","MIXED_VIEWING","(210,324]"
"25_34","m","07 - Mature household with children <18","H - New Homemakers","1 - 1 child","0 - Purpose built flats","1 - Under ?50000","2 - Cyber Tourists","02 - ?60001 to ?80000","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(443,592]"
"16_24","m","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","TEEN_COMDRAM_MAJOR","[1,44]"
"16_24","f","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(210,324]"
"16_24","f","09 - Older family no children <18","F - Suburban Mindsets","0 - No children","4 - Other type","1 - Under ?50000","3 - Digital Culture","06 - ?150001 to ?200000","non-techy","C4COM","PC","WKDAY_EVE","DARK_DRAMA","(324,443]"
"25_34","f","06 - Mature family with children <18","F - Suburban Mindsets","1 - 1 child","4 - Other type","4 - ?150000 - ?249999","2 - Cyber Tourists","06 - ?150001 to ?200000","techy","IOS","MOBILE","WEEKENDS","GLAM_REALITY","(698,818]"
"55plus","f","08 - Older single","O - Liberal Opinions","0 - No children","4 - Other type","0 - No Mortgage","6 - New Tech Novices","08 - ?250001 to ?300000","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(119,210]"
"35_54","m","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","MIXED_VIEWING","(119,210]"
"25_34","m","01 - Young family no children <18","F - Suburban Mindsets","0 - No children","4 - Other type","1 - Under ?50000","6 - New Tech Novices","09 - ?300001 to ?400000","non-techy","IOS","MOBILE","WKDAY_DAY","TEEN_COMDRAM_MAJOR","[1,44]"
"35_54","f","10 - Older family/household with children<18","F - Suburban Mindsets","4 - 4 or more children","4 - Other type","2 - ?50000 - ?99999","2 - Cyber Tourists","07 - ?200001 to ?250000","non-techy","C4COM","PC","MIXED_TIMES","MIXED_VIEWING","(698,818]"
"55plus","f","12 - Elderly family no children <18","C - Rural Solitude","0 - No children","4 - Other type","0 - No Mortgage","6 - New Tech Novices","07 - ?200001 to ?250000","non-techy","C4COM","PC","MIXED_TIMES","HOMES","(119,210]"
"35_54","m","10 - Older family/household with children<18","F - Suburban Mindsets","3 - 3 children","4 - Other type","1 - Under ?50000","1 - Experienced Netizens","07 - ?200001 to ?250000","non-techy","IOS","MOBILE","WKDAY_DAY","MIXED_VIEWING","(818,1.32e+03]"
"16_24","m","10 - Older family/household with children<18","I - Ex-Council Community","1 - 1 child","4 - Other type","0 - No Mortgage","4 - Modern Media Margins","04 - ?100001 to ?125000","non-techy","C4COM","PC","WKDAY_EVE","HOLLYOAKS_USCOM","(210,324]"
"35_54","f","","","","","","","","non-techy","IOS","MOBILE","WKDAY_DAY","GLAM_REALITY","(44,79]"
"35_54","m","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","MAINSTREAM_TV","(818,1.32e+03]"
"35_54","f","","","","","","","","non-techy","C4COM","PC","MIXED_TIMES","HOLLYOAKS_USCOM","(210,324]"
"16_24","f","","","","","","","","techy","IOS","MOBILE","WEEKENDS","GLAM_REALITY","[1,44]"
"35_54","m","","","","","","","","non-techy","IOS","MOBILE","MIXED_TIMES","HOLLYOAKS_USCOM","(79,119]"
"55plus","f","09 - Older family no children <18","C - Rural Solitude","0 - No children","2 - Farm","1 - Under ?50000","2 - Cyber Tourists","08 - ?250001 to ?300000","non-techy","C4COM","PC","WKDAY_DAY","STATE_OF_NATION","(324,443]"
"55plus","m","09 - Older family no children <18","A - Alpha Territory","0 - No children","4 - Other type","0 - No Mortgage","1 - Experienced Netizens","10 - ?400001 to ?500000","non-techy","C4COM","PC","WKDAY_DAY","MIXED_VIEWING","(443,592]"
"16_24","f","","","","","","","","non-techy","ANDROID","MOBILE","MIXED_TIMES","HOLLYOAKS_USCOM","[1,44]"
"35_54","f","","","","","","","","non-techy","C4COM","PC","WKDAY_DAY","MIXED_VIEWING","(44,79]"
"16_24","f","","","","","","","","non-techy","IOS","MOBILE","MIXED_TIMES","GLAM_REALITY","(119,210]"
"25_34","m","04 - Mature singles/homesharers","O - Liberal Opinions","0 - No children","1 - Converted flats","0 - No Mortgage","1 - Experienced Netizens","06 - ?150001 to ?200000","non-techy","C4COM","PC","WKDAY_DAY","FAMILY_EDUC","(443,592]"
"55plus","m","12 - Elderly family no children <18","L - Elderly Needs","0 - No children","0 - Purpose built flats","0 - No Mortgage","5 - Traditional Approach","02 - ?60001 to ?80000","non-techy","C4COM","PC","WEEKENDS","MAINSTREAM_TV","(119,210]"
"35_54","m","09 - Older family no children <18","A - Alpha Territory","0 - No children","4 - Other type","4 - ?150000 - ?249999","1 - Experienced Netizens","11 - Greater than ?500000","non-techy","IOS","MOBILE","MIXED_TIMES","MAINSTREAM_TV","(698,818]"
"35_54","f","","","","","","","","non-techy","IOS","MOBILE","WKDAY_EVE","MIXED_VIEWING","(443,592]"
"16_24","f","10 - Older family/household with children<18","H - New Homemakers","1 - 1 child","4 - Other type","0 - No Mortgage","3 - Digital Culture","04 - ?100001 to ?125000","non-techy","ANDROID","MOBILE","WKDAY_EVE","HOLLYOAKS_USCOM","(324,443]"
"35_54","f","","","","","","","","techy","IOS","MOBILE","WKDAY_EVE","STATE_OF_NATION","(592,698]"
"25_34","f","","","","","","","","non-techy","IOS","MOBILE","WKDAY_DAY","GLAM_REALITY","(79,119]"
"35_54","m","05 - Mature family no children <18","B - Professional Rewards","0 - No children","4 - Other type","4 - ?150000 - ?249999","1 - Experienced Netizens","09 - ?300001 to ?400000","non-techy","ANDROID","MOBILE","MIXED_TIMES","MIXED_VIEWING","(79,119]"
